ns1:EventDate,ns1:AttendanceEventType,ns1:AttendanceEventCategory,ns1:AttendanceEventReason,ns1:EducationalEnvironment,ns1:StudentUniqueStateId,ns1:StateOrganizationId,ns1:LocalCourseCode,ns1:SchoolYear,ns1:Term,ns1:ClassPeriodName,ns1:Location
11/30/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2084373719,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/9/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2084373719,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/14/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,3498437881,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/17/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,3498437881,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/21/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,3498437881,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/9/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,3428877075,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/7/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,1398805071,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/4/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,7900069148,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/11/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,7714178046,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/10/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,7714178046,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/9/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,7714178046,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/8/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,7714178046,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/3/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,7714178046,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/20/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,7714178046,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/6/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,1804687027,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/17/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,4077801881,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/26/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,4077801881,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/23/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,4077801881,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/22/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,4077801881,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/20/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,4077801881,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/28/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,4077801881,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/6/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,7625633724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/14/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,7625633724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/11/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,7625633724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/10/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,7625633724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/20/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,2219099181,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/19/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,2219099181,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/16/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,2219099181,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/14/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,290375244,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/11/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,1627931246,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/13/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,1627931246,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/11/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,1627931246,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/2/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,1627931246,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/22/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,1627931246,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/11/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,1627931246,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
8/27/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,797559486,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/9/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,4665647184,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/6/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,4665647184,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/25/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,4665647184,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/24/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,4665647184,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/23/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,4665647184,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/6/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,7625633724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/5/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,7625633724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/4/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,7625633724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/3/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,7625633724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/2/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,7625633724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/29/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,7625633724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/28/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,7625633724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/27/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,7625633724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/23/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,7625633724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/22/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,7625633724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/21/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,7625633724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/9/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,7625633724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/1/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,613001514,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/30/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,613001514,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/20/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,613001514,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/6/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,613001514,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/5/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,613001514,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/4/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,613001514,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/3/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,613001514,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/2/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,613001514,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/28/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,613001514,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/9/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,613001514,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/6/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,613001514,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/25/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,613001514,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/23/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,613001514,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/22/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,613001514,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/2/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,4665647184,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/1/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,4665647184,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/30/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,4665647184,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/20/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,4665647184,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/19/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,4665647184,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/6/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,4665647184,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/5/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,4665647184,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/2/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,4665647184,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/19/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,4665647184,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/23/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,9335033742,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/22/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,9335033742,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/21/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,9335033742,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/15/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,9335033742,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/10/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,9206227126,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/8/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,1620169737,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/9/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,1620169737,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/12/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,1620169737,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/23/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,1620169737,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/14/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,1620169737,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/9/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,1620169737,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/12/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,9979003427,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/17/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,2484289124,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/16/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,2484289124,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/20/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2484289124,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/9/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,2484289124,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/2/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2484289124,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/5/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,2811050724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/12/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,2811050724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/9/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,2811050724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/8/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,2811050724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/23/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,6806041762,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/28/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,6806041762,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/28/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2229537161,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/6/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,1216965086,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/16/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,1216965086,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/28/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,1965849335,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/8/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,8843750281,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/6/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,8843750281,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/1/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,8843750281,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/8/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,2114222692,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/7/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,2114222692,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/4/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,2114222692,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/11/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2114222692,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/30/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2114222692,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/12/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2114222692,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/18/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,2114222692,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/9/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2114222692,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/4/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,6846109345,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/20/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,6846109345,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/15/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,6846109345,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/18/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,3556702347,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/16/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,3178203473,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/20/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,2811050724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/19/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,2811050724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/18/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,2811050724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/9/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2811050724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/6/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,2811050724,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/30/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,5500898423,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/9/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,4356542789,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/30/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,4356542789,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/23/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,4356542789,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/21/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,4356542789,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/20/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,4356542789,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/4/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2022855085,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/11/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2022855085,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/30/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2022855085,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/8/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2022855085,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/24/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2022855085,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/18/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,2022855085,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/9/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2022855085,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/23/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,3561542052,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/25/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,3561542052,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/22/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,3561542052,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/10/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,3561542052,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/14/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,4451659604,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/23/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,805325624,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/29/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,4114358437,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/23/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,4114358437,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/28/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,4114358437,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/10/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,8485584369,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/8/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,8485584369,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/4/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,8485584369,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/30/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,8485584369,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/25/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,8485584369,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/22/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,8485584369,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/21/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,8485584369,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/18/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,8485584369,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/17/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,6832675867,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/16/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,6832675867,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/9/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,6832675867,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/26/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,6832675867,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/9/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,3274543375,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/14/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2832438841,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/2/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,6561439056,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/4/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,6618345055,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/11/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,6618345055,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/28/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,6618345055,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/30/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,3640634075,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/28/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,3640634075,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/13/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,3640634075,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/2/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,8240986714,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/9/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,8240986714,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/7/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,8240986714,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/4/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,8240986714,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/16/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,4365357441,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/26/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,4365357441,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/15/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,4365357441,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/17/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,2450599452,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/16/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2450599452,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/10/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2450599452,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/4/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2450599452,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/2/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2450599452,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
12/1/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2450599452,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/20/2015,Daily Attendance,Excused Absence,Excused Absence,Classroom,2450599452,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/10/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2450599452,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
11/5/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2450599452,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
10/22/2015,Daily Attendance,Unexcused Absence,Unexcused Absence,Classroom,2450599452,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/4/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,2450599452,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/18/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,18100454,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
9/17/2015,Daily Attendance,Unexcused Absence,Suspension,Classroom,18100454,57906041,2016041TSDSATT,2015-2016,Fall Semester,TS,NA
